ClassNav course extraction
Timestamp: 2025-03-26 14:12:18
====================================================================================================
CRN | Subject | Course | Section | Title | Instructor | Dates
10993 | AME | 4273 | 001 | Aerospace Systems Design I | Bashetty, Srikanth | Aug 25 - Dec 12
42658 | AME | 4281 | 001 | Engineering Co-Op Program | Parthasarathy, Ramkumar | Aug 25 - Dec 19
33375 | AME | 4303 | 001 | Designing for Open Innovation | Mistree, Farrokh | Aug 25 - Dec 12
10996 | AME | G4383 | 001 | Control Systems | TBA | Aug 25 - Dec 12
10997 | AME | 4493 | 001 | Space Sciences & Astrodynamics | Sanchez, Diogo | Aug 25 - Dec 12
10999 | AME | 4513 | 001 | Flight Controls | Sun, Wei | Aug 25 - Dec 12
36890 | AME | G4653 | 001 | Air Conditioning Systems | Song, Li | Aug 25 - Dec 12
11000 | AME | G4822 | 010 | Fluid and Thermal Laboratory | Shabgard, Hamidreza | Aug 25 - Dec 12
11004 | AME | G4822 | 012 | Lab-AME 4822-010 | Shabgard, Hamidreza | Aug 25 - Dec 12
51033 | AME | G4832 | 010 | Micro and Nanomaterials Lab | Saha, Mrinal | Aug 25 - Dec 12
51034 | AME | G4832 | 011 | Lab-AME 4832-010 | TBA | Aug 25 - Dec 12
51035 | AME | G4832 | 012 | Lab-AME 4832-010 | TBA | Aug 25 - Dec 12
48172 | AME | 4970 | 001 | Dynamics/Control Auto Driving | Xu, Bin | Aug 25 - Dec 12
51279 | AME | 4970 | 002 | Adv Data Driven Computation | Ghamarian, Iman | Aug 25 - Dec 12
51313 | AME | 4970 | 003 | Adv. Additive Manufacturing | Liu, Yingtao | Aug 25 - Dec 12
51337 | AME | 4970 | 004 | Data Driven Computation | Ghamarian, Iman | Aug 25 - Dec 12
11057 | AME | 4980 | 001 | Undergraduate Research Studies | Attar, Peter | Aug 25 - Dec 19
11058 | AME | 4980 | 002 | Undergraduate Research Studies | Merchan-Merchan, Wilson | Aug 25 - Dec 19
11060 | AME | 4980 | 003 | Undergraduate Research Studies | Mistree, Farrokh | Aug 25 - Dec 19
11061 | AME | 4980 | 004 | Undergraduate Research Studies | Vedula, Prakash | Aug 25 - Dec 19
11062 | AME | 4980 | 005 | Undergraduate Research Studies | Lai, Fengchyuan | Aug 25 - Dec 19
42252 | AME | 4980 | 006 | Undergraduate Research Studies | Haldavnekar, Rupa | Aug 25 - Dec 19
11065 | AME | 4980 | 007 | Undergraduate Research Studies | Siddique, Zahed | Aug 25 - Dec 19
11066 | AME | 4980 | 009 | Undergraduate Research Studies | Ding, Hanping | Aug 25 - Dec 19
11069 | AME | 4980 | 010 | Undergraduate Research Studies | Saha, Mrinal | Aug 25 - Dec 19
11070 | AME | 4980 | 011 | Undergraduate Research Studies | Chang, Kuang-Hua | Aug 25 - Dec 19
11072 | AME | 4980 | 012 | Undergraduate Research Studies | Ghamarian, Iman | Aug 25 - Dec 19
11074 | AME | 4980 | 013 | Undergraduate Research Studies | Jiang, Yijie | Aug 25 - Dec 19
46632 | AME | 4980 | 014 | Undergraduate Research Studies | TBA | Aug 25 - Dec 19
11077 | AME | 4980 | 015 | Undergraduate Research Studies | Sun, Wei | Aug 25 - Dec 19
11079 | AME | 4980 | 016 | Undergraduate Research Studies | Baldwin, James | Aug 25 - Dec 19
11080 | AME | 4980 | 017 | Undergraduate Research Studies | Song, Li | Aug 25 - Dec 19
11081 | AME | 4980 | 018 | Undergraduate Research Studies | TBA | Aug 25 - Dec 19
11083 | AME | 4980 | 019 | Undergraduate Research Studies | Parthasarathy, Ramkumar | Aug 25 - Dec 19
43267 | AME | 4980 | 020 | Undergraduate Research Studies | Dai, Chenkai | Aug 25 - Dec 19
46872 | AME | 4980 | 021 | Undergraduate Research Studies | Xu, Bin | Aug 25 - Dec 19
35865 | AME | 4980 | 022 | Undergraduate Research Studies | Allen, Janet | Aug 25 - Dec 19
35937 | AME | 4980 | 023 | Undergraduate Research Studies | Liu, Yingtao | Aug 25 - Dec 19
35936 | AME | 4980 | 024 | Undergraduate Research Studies | Garg, Jivtesh | Aug 25 - Dec 19
38705 | AME | 4980 | 025 | Undergraduate Research Studies | Dalton, Christopher | Aug 25 - Dec 19
43268 | AME | 4980 | 026 | Undergraduate Research Studies | Zhang, Dong | Aug 25 - Dec 19
38979 | AME | 4980 | 027 | Undergraduate Research Studies | Kazempoor, Pejman | Aug 25 - Dec 19
42304 | AME | 4980 | 029 | Undergraduate Research Studies | Billings, Christopher | Aug 25 - Dec 19
43269 | AME | 4980 | 030 | Undergraduate Research Studies | Shabgard, Hamidreza | Aug 25 - Dec 19
11067 | AME | 4980 | 031 | Undergraduate Research Studies | Bashetty, Srikanth | Aug 25 - Dec 19
39212 | AME | 4980 | 032 | Undergraduate Research Studies | Sanchez, Diogo | Aug 25 - Dec 19
38586 | AME | 4980 | 034 | Undergraduate Research Studies | Xu, Shuozhi | Aug 25 - Dec 19
45564 | AME | 4980 | 035 | Undergraduate Research Studies | TBA | Aug 25 - Dec 19
47586 | AME | 5063 | 001 | Composite Materials | Jiang, Yijie | Aug 25 - Dec 12
51037 | AME | 5093 | 001 | Biomechanics - Ear Mechanics | Dai, Chenkai | Aug 25 - Dec 12
51032 | AME | 5143 | 001 | Nanocomposites | Saha, Mrinal | Aug 25 - Dec 12
11009 | AME | 5273 | 001 | Aerospace Systems Design I | Bashetty, Srikanth | Aug 25 - Dec 12
51028 | AME | 5283 | 001 | Concurr Design & Manufacturing | Chang, Kuang-Hua | Aug 25 - Dec 12
33376 | AME | 5303 | 001 | Designing for Open Innovation | Mistree, Farrokh | Aug 25 - Dec 12
11010 | AME | 5493 | 001 | Space Sciences & Astrodynamics | Sanchez, Diogo | Aug 25 - Dec 12
11011 | AME | 5513 | 001 | Flight Controls | Sun, Wei | Aug 25 - Dec 12
11012 | AME | 5573 | 001 | Advanced Engineer Analysis I | Garg, Jivtesh | Aug 25 - Dec 12
44158 | AME | 5763 | 001 | Intro to Finite Element Method | Attar, Peter | Aug 25 - Dec 12
11087 | AME | 5890 | 001 | Guided Individual Studies | Attar, Peter | Aug 25 - Dec 19
11088 | AME | 5890 | 002 | Guided Individual Studies | Merchan-Merchan, Wilson | Aug 25 - Dec 19
11089 | AME | 5890 | 003 | Guided Individual Studies | Mistree, Farrokh | Aug 25 - Dec 19
11090 | AME | 5890 | 004 | Guided Individual Studies | Vedula, Prakash | Aug 25 - Dec 19
42253 | AME | 5890 | 006 | Guided Individual Studies | Haldavnekar, Rupa | Aug 25 - Dec 19
11093 | AME | 5890 | 007 | Guided Individual Studies | Siddique, Zahed | Aug 25 - Dec 19
11094 | AME | 5890 | 008 | Guided Individual Studies | Gan, Rong | Aug 25 - Dec 19
11096 | AME | 5890 | 010 | Guided Individual Studies | Saha, Mrinal | Aug 25 - Dec 19
11097 | AME | 5890 | 011 | Guided Individual Studies | Chang, Kuang-Hua | Aug 25 - Dec 19
11098 | AME | 5890 | 012 | Guided Individual Studies | Ghamarian, Iman | Aug 25 - Dec 19
11099 | AME | 5890 | 013 | Guided Individual Studies | Jiang, Yijie | Aug 25 - Dec 19
40976 | AME | 5890 | 015 | Guided Individual Studies | Sun, Wei | Aug 25 - Dec 19
11102 | AME | 5890 | 016 | Guided Individual Studies | Baldwin, James | Aug 25 - Dec 19
11103 | AME | 5890 | 017 | Guided Individual Studies | Song, Li | Aug 25 - Dec 19
11105 | AME | 5890 | 019 | Guided Individual Studies | Parthasarathy, Ramkumar | Aug 25 - Dec 19
39162 | AME | 5890 | 023 | Guided Individual Studies | Liu, Yingtao | Aug 25 - Dec 19
39225 | AME | 5890 | 024 | Guided Individual Studies | Garg, Jivtesh | Aug 25 - Dec 19
11104 | AME | 5890 | 026 | Guided Individual Studies | Zhang, Dong | Aug 25 - Dec 19
40521 | AME | 5890 | 027 | Guided Individual Studies | Kazempoor, Pejman | Aug 25 - Dec 19
45443 | AME | 5890 | 030 | Guided Individual Studies | Shabgard, Hamidreza | Aug 25 - Dec 19
50096 | AME | 5890 | 032 | Guided Individual Studies | Sanchez, Diogo | Aug 25 - Dec 19
11095 | AME | 5890 | 034 | Guided Individual Studies | Xu, Shuozhi | Aug 25 - Dec 19
48173 | AME | 5970 | 001 | Dynamics/Control Auto Driving | Xu, Bin | Aug 25 - Dec 12
51280 | AME | 5970 | 002 | Adv Data Driven Computation | Ghamarian, Iman | Aug 25 - Dec 12
51314 | AME | 5970 | 003 | Adv. Additive Manufacturing | Liu, Yingtao | Aug 25 - Dec 12
51338 | AME | 5970 | 004 | Data Driven Computation | Ghamarian, Iman | Aug 25 - Dec 12
11110 | AME | 5980 | 001 | Research for Master's Thesis | Attar, Peter | Aug 25 - Dec 19
11111 | AME | 5980 | 002 | Research for Master's Thesis | Merchan-Merchan, Wilson | Aug 25 - Dec 19
24811 | AME | 5980 | 003 | Research for Master's Thesis | Mistree, Farrokh | Aug 25 - Dec 19
11114 | AME | 5980 | 004 | Research for Master's Thesis | Vedula, Prakash | Aug 25 - Dec 19
11115 | AME | 5980 | 005 | Research for Master's Thesis | Lai, Fengchyuan | Aug 25 - Dec 19
42254 | AME | 5980 | 006 | Research for Master's Thesis | Haldavnekar, Rupa | Aug 25 - Dec 19
11117 | AME | 5980 | 007 | Research for Master's Thesis | Siddique, Zahed | Aug 25 - Dec 19
11165 | AME | 5980 | 010 | Research for Master's Thesis | Saha, Mrinal | Aug 25 - Dec 19
11166 | AME | 5980 | 011 | Research for Master's Thesis | Chang, Kuang-Hua | Aug 25 - Dec 19
11167 | AME | 5980 | 012 | Research for Master's Thesis | Ghamarian, Iman | Aug 25 - Dec 19
42306 | AME | 5980 | 013 | Research for Master's Thesis | Jiang, Yijie | Aug 25 - Dec 19
11120 | AME | 5980 | 014 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
43270 | AME | 5980 | 015 | Research for Master's Thesis | Sun, Wei | Aug 25 - Dec 19
11175 | AME | 5980 | 016 | Research for Master's Thesis | Baldwin, James | Aug 25 - Dec 19
11176 | AME | 5980 | 017 | Research for Master's Thesis | Song, Li | Aug 25 - Dec 19
43271 | AME | 5980 | 020 | Research for Master's Thesis | Dai, Chenkai | Aug 25 - Dec 19
40948 | AME | 5980 | 021 | Research for Master's Thesis | Xu, Bin | Aug 25 - Dec 19
40676 | AME | 5980 | 023 | Research for Master's Thesis | Liu, Yingtao | Aug 25 - Dec 19
38819 | AME | 5980 | 024 | Research for Master's Thesis | Garg, Jivtesh | Aug 25 - Dec 19
11168 | AME | 5980 | 026 | Research for Master's Thesis | Zhang, Dong | Aug 25 - Dec 19
39095 | AME | 5980 | 027 | Research for Master's Thesis | Kazempoor, Pejman | Aug 25 - Dec 19
43272 | AME | 5980 | 030 | Research for Master's Thesis | Shabgard, Hamidreza | Aug 25 - Dec 19
11118 | AME | 5980 | 031 | Research for Master's Thesis | Bashetty, Srikanth | Aug 25 - Dec 19
11177 | AME | 5980 | 032 | Research for Master's Thesis | Sanchez, Diogo | Aug 25 - Dec 19
11179 | AME | 5980 | 034 | Research for Master's Thesis | Xu, Shuozhi | Aug 25 - Dec 19
39204 | AME | 5980 | 036 | Research for Master's Thesis | Harvey, Philip | Aug 25 - Dec 19
47514 | AME | 5983 | 001 | Computational Fluid Dynamics | Vedula, Prakash | Aug 25 - Dec 12
11230 | AME | 5990 | 002 | Special Projects | Merchan-Merchan, Wilson | Aug 25 - Dec 19
11232 | AME | 5990 | 003 | Special Projects | Mistree, Farrokh | Aug 25 - Dec 19
11235 | AME | 5990 | 004 | Special Projects | Vedula, Prakash | Aug 25 - Dec 19
11237 | AME | 5990 | 005 | Special Projects | Lai, Fengchyuan | Aug 25 - Dec 19
11226 | AME | 5990 | 006 | Special Projects | Haldavnekar, Rupa | Aug 25 - Dec 19
11256 | AME | 5990 | 007 | Special Projects | Siddique, Zahed | Aug 25 - Dec 19
11258 | AME | 5990 | 008 | Special Projects | Gan, Rong | Aug 25 - Dec 19
11261 | AME | 5990 | 009 | Special Projects | Ding, Hanping | Aug 25 - Dec 19
11262 | AME | 5990 | 010 | Special Projects | Saha, Mrinal | Aug 25 - Dec 19
11264 | AME | 5990 | 011 | Special Projects | Chang, Kuang-Hua | Aug 25 - Dec 19
11267 | AME | 5990 | 012 | Special Projects | Ghamarian, Iman | Aug 25 - Dec 19
50555 | AME | 5990 | 014 | Special Projects | TBA | Aug 25 - Dec 19
47128 | AME | 5990 | 015 | Special Projects | Sun, Wei | Aug 25 - Dec 19
11272 | AME | 5990 | 016 | Special Projects | Baldwin, James | Aug 25 - Dec 19
11273 | AME | 5990 | 017 | Special Projects | Song, Li | Aug 25 - Dec 19
11276 | AME | 5990 | 019 | Special Projects | Parthasarathy, Ramkumar | Aug 25 - Dec 19
11275 | AME | 5990 | 021 | Special Projects | Xu, Bin | Aug 25 - Dec 19
47078 | AME | 5990 | 023 | Special Projects | Liu, Yingtao | Aug 25 - Dec 19
50097 | AME | 5990 | 032 | Special Projects | Xu, Shuozhi | Aug 25 - Dec 19
51452 | AME | 6970 | 001 | Preparing for Life in Academia | Mistree, Farrokh | Aug 25 - Dec 12
11280 | AME | 6980 | 001 | Research Doctoral Dissertation | Attar, Peter | Aug 25 - Dec 19
11281 | AME | 6980 | 002 | Research Doctoral Dissertation | Merchan-Merchan, Wilson | Aug 25 - Dec 19
11288 | AME | 6980 | 003 | Research Doctoral Dissertation | Mistree, Farrokh | Aug 25 - Dec 19
11292 | AME | 6980 | 004 | Research Doctoral Dissertation | Vedula, Prakash | Aug 25 - Dec 19
11294 | AME | 6980 | 005 | Research Doctoral Dissertation | Lai, Fengchyuan | Aug 25 - Dec 19
11299 | AME | 6980 | 006 | Research Doctoral Dissertation | Haldavnekar, Rupa | Aug 25 - Dec 19
11311 | AME | 6980 | 007 | Research Doctoral Dissertation | Siddique, Zahed | Aug 25 - Dec 19
11313 | AME | 6980 | 009 | Research Doctoral Dissertation | Ding, Hanping | Aug 25 - Dec 19
11306 | AME | 6980 | 010 | Research Doctoral Dissertation | Saha, Mrinal | Aug 25 - Dec 19
11300 | AME | 6980 | 012 | Research Doctoral Dissertation | Ghamarian, Iman | Aug 25 - Dec 19
43274 | AME | 6980 | 013 | Research Doctoral Dissertation | Jiang, Yijie | Aug 25 - Dec 19
50556 | AME | 6980 | 014 | Research Doctoral Dissertation | TBA | Aug 25 - Dec 19
41031 | AME | 6980 | 015 | Research Doctoral Dissertation | Sun, Wei | Aug 25 - Dec 19
11319 | AME | 6980 | 016 | Research Doctoral Dissertation | Baldwin, James | Aug 25 - Dec 19
11321 | AME | 6980 | 017 | Research Doctoral Dissertation | Song, Li | Aug 25 - Dec 19
11327 | AME | 6980 | 019 | Research Doctoral Dissertation | Parthasarathy, Ramkumar | Aug 25 - Dec 19
37574 | AME | 6980 | 020 | Research Doctoral Dissertation | Dai, Chenkai | Aug 25 - Dec 19
11324 | AME | 6980 | 021 | Research Doctoral Dissertation | Xu, Bin | Aug 25 - Dec 19
39181 | AME | 6980 | 023 | Research Doctoral Dissertation | Liu, Yingtao | Aug 25 - Dec 19
11303 | AME | 6980 | 024 | Research Doctoral Dissertation | Garg, Jivtesh | Aug 25 - Dec 19
39165 | AME | 6980 | 026 | Research Doctoral Dissertation | Zhang, Dong | Aug 25 - Dec 19
43273 | AME | 6980 | 027 | Research Doctoral Dissertation | Kazempoor, Pejman | Aug 25 - Dec 19
11309 | AME | 6980 | 029 | Research Doctoral Dissertation | TBA | Aug 25 - Dec 19
39218 | AME | 6980 | 030 | Research Doctoral Dissertation | Shabgard, Hamidreza | Aug 25 - Dec 19
43730 | AMGT | 2013 | 001 | Marketing in the Arts | TBA | Aug 25 - Dec 12
43555 | AMGT | 3013 | 001 | Fundraising for the Arts | Colombari, Lucia | Aug 25 - Dec 12
48789 | AMGT | 4030 | 001 | Internship I in The Arts | Stanislas, Renard | Aug 25 - Dec 19
48494 | AMGT | 4213 | 025 | Arts Incubation Lab | Stanislas, Renard | Oct 20 - Dec 12
45530 | AMGT | 4990 | 001 | Independent Study | Stanislas, Renard | Aug 25 - Dec 19
49651 | AMGT | 5013 | 001 | Overview of Arts Mgt & Entrep | Stanislas, Renard | Aug 25 - Dec 12
45115 | AMGT | 5030 | 002 | Internship I in the Arts | Stanislas, Renard | Aug 25 - Dec 19
48493 | AMGT | 5213 | 025 | Arts Incubation Lab | Stanislas, Renard | Oct 20 - Dec 12
47087 | AMGT | 5990 | 001 | Independent Study | Stanislas, Renard | Aug 25 - Dec 19
42510 | ANTH | 1113 | 002 | What Makes Us Human? | Bingham, Brittany | Aug 25 - Dec 12
50923 | ANTH | 1113 | 010 | What Makes Us Human? | Trabert, Sarah | Aug 25 - Dec 12
51328 | ANTH | 1113 | 011 | Disc-ANTH 1113-010 | TBA | Aug 25 - Dec 12
51329 | ANTH | 1113 | 012 | Disc-ANTH 1113-010 | TBA | Aug 25 - Dec 12
51330 | ANTH | 1113 | 013 | Disc-ANTH 1113-010 | TBA | Aug 25 - Dec 12
51331 | ANTH | 1113 | 014 | Disc-ANTH 1113-010 | TBA | Aug 25 - Dec 12
51332 | ANTH | 1113 | 015 | Disc-ANTH 1113-010 | TBA | Aug 25 - Dec 12
51333 | ANTH | 1113 | 016 | Disc-ANTH 1113-010 | TBA | Aug 25 - Dec 12
48486 | ANTH | 1113 | 995 | What Makes Us Human? | Lee, Alice | Aug 25 - Dec 19
50362 | ANTH | 1113 | 996 | What Makes Us Human? | Mofidi, Ethan | Aug 25 - Dec 19
49052 | ANTH | 1203 | 001 | Language Across Cultures | Sapien, Racquel-Maria | Aug 25 - Dec 12
47464 | ANTH | 1413 | 001 | Great Discoveries Archaeology | Fenn, Thomas | Aug 25 - Dec 12
44093 | ANTH | 1413 | 004 | Great Discoveries Archaeology | Lewis, Jeffrey | Aug 25 - Dec 12
48516 | ANTH | 1413 | 995 | Great Discoveries Archaeology | Ganiyu, Abiodun | Aug 25 - Dec 19
48526 | ANTH | 1413 | 996 | Great Discoveries Archaeology | Vivero Miranda, Jose | Aug 25 - Dec 19
41994 | ANTH | 1823 | 995 | Religion in Everyday Life | Polovic, Jasmina | Aug 25 - Dec 19
44358 | ANTH | 1913 | 001 | Plagues & People | Hirschfeld, Tassie | Aug 25 - Dec 12
50924 | ANTH | 1913 | 002 | Plagues & People | Hofman, Courtney | Aug 25 - Dec 12
49045 | ANTH | 2203 | 010 | Global Cultural Diversity | Sanz, Camilo | Aug 25 - Dec 12
49046 | ANTH | 2203 | 011 | Disc-ANTH 2203-010 | Jensen, Samuel | Aug 25 - Dec 12
49047 | ANTH | 2203 | 012 | Disc-ANTH 2203-010 | Hale, Madeleine | Aug 25 - Dec 12
49048 | ANTH | 2203 | 013 | Disc-ANTH 2203-010 | Hale, Madeleine | Aug 25 - Dec 12
49049 | ANTH | 2203 | 014 | Disc-ANTH 2203-010 | Jensen, Samuel | Aug 25 - Dec 12
49050 | ANTH | 2203 | 015 | Disc-ANTH 2203-010 | Hale, Madeleine | Aug 25 - Dec 12
49051 | ANTH | 2203 | 016 | Disc-ANTH 2203-010 | Jensen, Samuel | Aug 25 - Dec 12
43574 | ANTH | 3031 | 995 | Cornerstone III | Sanz, Camilo | Aug 25 - Dec 19
37877 | ANTH | 3063 | 001 | Language and Culture | O Neill, Sean | Aug 25 - Dec 12
36755 | ANTH | 3113 | 001 | Principles of Archaeology | PITBLADO, BONNIE | Aug 25 - Dec 12
36756 | ANTH | 3203 | 001 | Intro to Biological Anthro | Kemp, Brian | Aug 25 - Dec 12
37412 | ANTH | 3440 | 001 | Mentored Research Experience | Hofman, Courtney | Aug 25 - Dec 19
37527 | ANTH | 3440 | 002 | Mentored Research Experience | Duwe, Samuel | Aug 25 - Dec 19
38732 | ANTH | 3440 | 003 | Mentored Research Experience | Hirschfeld, Tassie | Aug 25 - Dec 19
38570 | ANTH | 3440 | 006 | Mentored Research Experience | Trabert, Sarah | Aug 25 - Dec 19
50943 | ANTH | 3893 | 001 | Maya, Aztec and Inca | Levine, Marc | Aug 25 - Dec 12
23971 | ANTH | 3910 | 001 | Internship-Biological Anthro | Blanchard, Jessica | Aug 25 - Dec 19
23972 | ANTH | 3910 | 021 | Internship-Biological Anthro | Duwe, Samuel | Aug 25 - Dec 19
11815 | ANTH | 3920 | 001 | Internship-Museum Anthropology | Duwe, Samuel | Aug 25 - Dec 19
11820 | ANTH | 3920 | 022 | Internship-Museum Anthropology | Nicholas, Claire | Aug 25 - Dec 19
33369 | ANTH | 3920 | 030 | Internship-Museum Anthropology | Levine, Marc | Aug 25 - Dec 19
11822 | ANTH | 3940 | 001 | Internship in Archaeology | Regnier, Amanda | Aug 25 - Dec 19
40933 | ANTH | 3940 | 002 | Internship in Archaeology | Bethke, Brandi | Aug 25 - Dec 19
28663 | ANTH | 3940 | 018 | Internship in Archaeology | Bement, Leland | Aug 25 - Dec 19
26725 | ANTH | 3940 | 020 | Internship in Archaeology | Duwe, Samuel | Aug 25 - Dec 19
33405 | ANTH | 3940 | 030 | Internship in Archaeology | PITBLADO, BONNIE | Aug 25 - Dec 19
11830 | ANTH | 3950 | 001 | Internship-Cultural Anthro | Anderson, Kermyt | Aug 25 - Dec 19
11832 | ANTH | 3950 | 002 | Internship-Cultural Anthro | Hirschfeld, Tassie | Aug 25 - Dec 19
35762 | ANTH | 3950 | 003 | Internship-Cultural Anthro | Bessire, Lucas | Aug 25 - Dec 19
48821 | ANTH | 3950 | 004 | Internship-Cultural Anthro | Bray, Laura | Aug 25 - Dec 19
30485 | ANTH | 3950 | 027 | Internship-Cultural Anthro | Spicer, Paul | Aug 25 - Dec 19
30242 | ANTH | 3950 | 028 | Internship-Cultural Anthro | Jervis, Lori | Aug 25 - Dec 19
11833 | ANTH | 3960 | 001 | Honors Reading        (HONORS) | Hirschfeld, Tassie | Aug 25 - Dec 19
11935 | ANTH | 3960 | 004 | Honors Reading        (HONORS) | Klein, Misha | Aug 25 - Dec 19
11938 | ANTH | 3960 | 006 | Honors Reading        (HONORS) | Harris, Betty | Aug 25 - Dec 19
11947 | ANTH | 3960 | 010 | Honors Reading        (HONORS) | O Neill, Sean | Aug 25 - Dec 19
11953 | ANTH | 3960 | 014 | Honors Reading        (HONORS) | TBA | Aug 25 - Dec 19
11959 | ANTH | 3960 | 019 | Honors Reading        (HONORS) | PITBLADO, BONNIE | Aug 25 - Dec 19
12037 | ANTH | 3960 | 020 | Honors Reading        (HONORS) | Livingood, Patrick | Aug 25 - Dec 19
12046 | ANTH | 3960 | 022 | Honors Reading        (HONORS) | TBA | Aug 25 - Dec 19
12052 | ANTH | 3960 | 023 | Honors Reading        (HONORS) | Sanz, Camilo | Aug 25 - Dec 19
12057 | ANTH | 3960 | 026 | Honors Reading        (HONORS) | Anderson, Kermyt | Aug 25 - Dec 19
12059 | ANTH | 3960 | 027 | Honors Reading        (HONORS) | Spicer, Paul | Aug 25 - Dec 19
12062 | ANTH | 3960 | 028 | Honors Reading        (HONORS) | Jervis, Lori | Aug 25 - Dec 19
12065 | ANTH | 3980 | 001 | Honors Research       (HONORS) | Hirschfeld, Tassie | Aug 25 - Dec 19
12073 | ANTH | 3980 | 004 | Honors Research       (HONORS) | Klein, Misha | Aug 25 - Dec 19
12078 | ANTH | 3980 | 006 | Honors Research       (HONORS) | Harris, Betty | Aug 25 - Dec 19
12090 | ANTH | 3980 | 010 | Honors Research       (HONORS) | O Neill, Sean | Aug 25 - Dec 19
12102 | ANTH | 3980 | 014 | Honors Research       (HONORS) | Sanz, Camilo | Aug 25 - Dec 19
12111 | ANTH | 3980 | 019 | Honors Research       (HONORS) | PITBLADO, BONNIE | Aug 25 - Dec 19
12113 | ANTH | 3980 | 020 | Honors Research       (HONORS) | Duwe, Samuel | Aug 25 - Dec 19
12115 | ANTH | 3980 | 022 | Honors Research       (HONORS) | Kemp, Brian | Aug 25 - Dec 19
12116 | ANTH | 3980 | 023 | Honors Research       (HONORS) | Sapien, Racquel-Maria | Aug 25 - Dec 19
12119 | ANTH | 3980 | 026 | Honors Research       (HONORS) | Anderson, Kermyt | Aug 25 - Dec 19
12120 | ANTH | 3980 | 027 | Honors Research       (HONORS) | Spicer, Paul | Aug 25 - Dec 19
12122 | ANTH | 3980 | 028 | Honors Research       (HONORS) | Jervis, Lori | Aug 25 - Dec 19
